0,-0.0041448
0.003003,0.0036339
0.006006,-0.021588
0.009009,-0.038352
0.012012,-0.015473
0.015015,-0.023561
0.018018,0.036633
0.021021,0.0024994
0.024024,0.038569
0.027027,0.02086
0.03003,0.072965
0.033033,0.079218
0.036036,0.059024
0.039039,0.068493
0.042042,0.012736
0.045045,0.097791
0.048048,0.056203
0.051051,0.084825
0.054054,0.070209
0.057057,0.10338
0.06006,0.08816
0.063063,0.084558
0.066066,0.072285
0.069069,0.097848
0.072072,0.10775
0.075075,0.10109
0.078078,0.12102
0.081081,0.080503
0.084084,0.13784
0.087087,0.096792
0.09009,0.081611
0.093093,0.12682
0.096096,0.18379
0.099099,0.18791
0.1021,0.14642
0.10511,0.15801
0.10811,0.14985
0.11111,0.1242
0.11411,0.16359
0.11712,0.17578
0.12012,0.18007
0.12312,0.16481
0.12613,0.17206
0.12913,0.15669
0.13213,0.16495
0.13514,0.18446
0.13814,0.1764
0.14114,0.17486
0.14414,0.20101
0.14715,0.21348
0.15015,0.20053
0.15315,0.18098
0.15616,0.20885
0.15916,0.20686
0.16216,0.24373
0.16517,0.23619
0.16817,0.23981
0.17117,0.23323
0.17417,0.25328
0.17718,0.26745
0.18018,0.26082
0.18318,0.24054
0.18619,0.24845
0.18919,0.22146
0.19219,0.2581
0.1952,0.24233
0.1982,0.24661
0.2012,0.2566
0.2042,0.29615
0.20721,0.29232
0.21021,0.33261
0.21321,0.30807
0.21622,0.31865
0.21922,0.29345
0.22222,0.3043
0.22523,0.30288
0.22823,0.30877
0.23123,0.40054
0.23423,0.34927
0.23724,0.37249
0.24024,0.38476
0.24324,0.30698
0.24625,0.34548
0.24925,0.31793
0.25225,0.38978
0.25526,0.37168
0.25826,0.39213
0.26126,0.33458
0.26426,0.40297
0.26727,0.3776
0.27027,0.35821
0.27327,0.40256
0.27628,0.35784
0.27928,0.39658
0.28228,0.35889
0.28529,0.39026
0.28829,0.3932
0.29129,0.42632
0.29429,0.40772
0.2973,0.36713
0.3003,0.38487
0.3033,0.38695
0.30631,0.42974
0.30931,0.40834
0.31231,0.4335
0.31532,0.42913
0.31832,0.40901
0.32132,0.43258
0.32432,0.43084
0.32733,0.43532
0.33033,0.43558
0.33333,0.47263
0.33634,0.46387
0.33934,0.50683
0.34234,0.42344
0.34535,0.43409
0.34835,0.43009
0.35135,0.51248
0.35435,0.49452
0.35736,0.46442
0.36036,0.5107
0.36336,0.52611
0.36637,0.53179
